60
168
0.420000 0.767000 0.233000 0.500000 0.900000 0.100000 0.100000 0.500000 0.100000 0.900000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.000000 0.000000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.453750
0.580000 0.233000 0.100000 0.100000 0.100000 0.500000 0.100000 0.500000 0.900000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.500000 0.600000 0.786000 0.100000 0.633000 0.500000 0.100000 0.500000 0.367000 0.100000 0.300000 0.100000 0.000000 0.000000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.900000 0.500000 0.100000 0.100000 0.100000 0.100000 0.900000 0.900000 0.633000 0.633000 0.748750
0.580000 0.233000 0.100000 0.100000 0.100000 0.500000 0.100000 0.500000 0.900000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.500000 0.600000 0.557000 0.500000 0.633000 0.500000 0.100000 0.500000 0.367000 0.300000 0.300000 0.100000 0.000000 0.000000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.900000 0.500000 0.100000 0.100000 0.100000 0.100000 0.900000 0.900000 0.633000 0.633000 0.640000
0.260000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.500000 0.700000 0.329000 0.500000 0.367000 0.500000 0.100000 0.500000 0.367000 0.700000 0.300000 0.100000 0.000000 0.000000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.900000 0.500000 0.100000 0.100000 0.100000 0.100000 0.900000 0.900000 0.633000 0.633000 0.275000
0.260000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.500000 0.700000 0.214000 0.500000 0.367000 0.500000 0.100000 0.500000 0.367000 0.900000 0.300000 0.100000 0.000000 0.000000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.900000 0.500000 0.100000 0.100000 0.100000 0.100000 0.900000 0.900000 0.633000 0.633000 0.663750
0.580000 0.233000 0.100000 0.100000 0.100000 0.500000 0.100000 0.500000 0.900000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.500000 0.500000 0.214000 0.100000 0.633000 0.500000 0.100000 0.100000 0.367000 0.300000 0.100000 0.100000 0.000000 0.000000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.642500
0.420000 0.500000 0.500000 0.100000 0.633000 0.500000 0.100000 0.500000 0.367000 0.100000 0.260000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.500000 0.900000 0.900000 0.900000 0.900000 0.900000 0.100000 0.500000 0.367000 0.500000 0.300000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.000000 0.000000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.893750
0.420000 0.367000 0.100000 0.500000 0.367000 0.900000 0.100000 0.500000 0.367000 0.900000 0.740000 0.633000 0.100000 0.100000 0.100000 0.100000 0.500000 0.900000 0.633000 0.900000 0.300000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.300000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.000000 0.000000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.497500
0.580000 0.367000 0.233000 0.100000 0.367000 0.100000 0.500000 0.500000 0.100000 0.500000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.000000 0.000000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.396250
0.260000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.500000 0.500000 0.329000 0.100000 0.367000 0.900000 0.100000 0.500000 0.367000 0.500000 0.300000 0.100000 0.000000 0.000000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.300000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.100000 0.746250
