16
337
0.222000 0.307000 21.000000 45.000000 9.000000 0.000000 6.000000 22.000000 19.000000 56.000000 3.000000 3.000000 0.000000 0.000000 0.000000 0.000000 1.400000
0.235000 0.353000 39.000000 67.000000 10.000000 0.000000 11.000000 33.000000 48.000000 92.000000 14.000000 3.000000 1.000000 0.000000 0.000000 0.000000 36.000000
0.263000 0.373000 57.000000 127.000000 17.000000 2.000000 16.000000 70.000000 84.000000 108.000000 0.000000 11.000000 0.000000 0.000000 1.000000 0.000000 12.000000
0.337000 0.413000 13.000000 32.000000 5.000000 0.000000 0.000000 12.000000 13.000000 14.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.600000
0.120000 0.185000 0.000000 3.000000 0.000000 0.000000 0.000000 1.000000 2.000000 11.000000 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 1.090000
0.260000 0.323000 36.000000 65.000000 10.000000 0.000000 11.000000 39.000000 23.000000 46.000000 11.000000 5.000000 0.000000 0.000000 1.000000 1.000000 10.000000
0.247000 0.286000 16.000000 44.000000 13.000000 0.000000 2.000000 22.000000 9.000000 38.000000 0.000000 7.000000 0.000000 0.000000 0.000000 0.000000 1.620000
0.281000 0.386000 37.000000 63.000000 16.000000 3.000000 6.000000 31.000000 38.000000 40.000000 1.000000 10.000000 0.000000 0.000000 0.000000 0.000000 2.000000
0.262000 0.352000 74.000000 129.000000 24.000000 5.000000 19.000000 48.000000 63.000000 95.000000 14.000000 11.000000 1.000000 0.000000 0.000000 0.000000 16.000000
0.282000 0.323000 60.000000 130.000000 31.000000 2.000000 26.000000 95.000000 25.000000 99.000000 3.000000 9.000000 0.000000 0.000000 0.000000 0.000000 1.750000
0.264000 0.321000 78.000000 144.000000 34.000000 1.000000 27.000000 102.000000 42.000000 118.000000 4.000000 6.000000 0.000000 0.000000 0.000000 0.000000 2.870000
0.240000 0.306000 14.000000 31.000000 7.000000 1.000000 2.000000 14.000000 12.000000 25.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.400000
0.265000 0.355000 87.000000 130.000000 24.000000 7.000000 17.000000 83.000000 71.000000 85.000000 10.000000 1.000000 1.000000 0.000000 0.000000 0.000000 44.500000
0.243000 0.297000 46.000000 99.000000 18.000000 7.000000 9.000000 45.000000 30.000000 85.000000 4.000000 7.000000 0.000000 0.000000 0.000000 0.000000 3.330000
0.284000 0.371000 87.000000 160.000000 28.000000 4.000000 17.000000 72.000000 79.000000 95.000000 10.000000 8.000000 1.000000 0.000000 0.000000 0.000000 15.670000
0.271000 0.339000 21.000000 54.000000 8.000000 1.000000 2.000000 20.000000 21.000000 25.000000 2.000000 11.000000 1.000000 1.000000 0.000000 0.000000 6.750000
0.275000 0.361000 17.000000 44.000000 7.000000 0.000000 4.000000 20.000000 19.000000 43.000000 0.000000 14.000000 0.000000 0.000000 0.000000 0.000000 1.170000
0.240000 0.357000 37.000000 88.000000 11.000000 4.000000 1.000000 26.000000 67.000000 48.000000 1.000000 9.000000 1.000000 0.000000 0.000000 0.000000 20.500000
0.258000 0.324000 29.000000 57.000000 8.000000 2.000000 8.000000 25.000000 23.000000 54.000000 6.000000 3.000000 0.000000 0.000000 0.000000 0.000000 3.250000
0.264000 0.353000 39.000000 91.000000 16.000000 2.000000 8.000000 40.000000 47.000000 32.000000 4.000000 7.000000 1.000000 0.000000 0.000000 0.000000 21.830000
0.264000 0.293000 29.000000 83.000000 15.000000 1.000000 0.000000 30.000000 15.000000 45.000000 2.000000 9.000000 0.000000 0.000000 0.000000 0.000000 1.450000
0.300000 0.368000 69.000000 141.000000 22.000000 3.000000 19.000000 75.000000 53.000000 64.000000 31.000000 7.000000 1.000000 0.000000 0.000000 0.000000 26.000000
0.259000 0.322000 65.000000 135.000000 32.000000 1.000000 16.000000 74.000000 49.000000 46.000000 6.000000 2.000000 1.000000 0.000000 0.000000 0.000000 34.170000
0.265000 0.322000 44.000000 102.000000 17.000000 1.000000 6.000000 51.000000 33.000000 56.000000 3.000000 18.000000 1.000000 1.000000 0.000000 0.000000 17.500000
0.270000 0.330000 96.000000 164.000000 32.000000 8.000000 16.000000 67.000000 52.000000 99.000000 10.000000 24.000000 0.000000 0.000000 1.000000 1.000000 8.750000
0.296000 0.401000 112.000000 182.000000 13.000000 5.000000 2.000000 38.000000 108.000000 79.000000 38.000000 0.000000 1.000000 0.000000 0.000000 0.000000 33.330000
0.291000 0.379000 104.000000 170.000000 32.000000 2.000000 26.000000 100.000000 87.000000 89.000000 22.000000 4.000000 1.000000 0.000000 0.000000 0.000000 21.750000
0.262000 0.326000 75.000000 149.000000 27.000000 4.000000 28.000000 86.000000 56.000000 109.000000 7.000000 2.000000 1.000000 1.000000 0.000000 0.000000 23.000000
0.265000 0.361000 86.000000 134.000000 22.000000 4.000000 28.000000 99.000000 75.000000 125.000000 10.000000 5.000000 1.000000 0.000000 0.000000 0.000000 40.500000
0.295000 0.358000 79.000000 161.000000 23.000000 4.000000 4.000000 46.000000 53.000000 71.000000 19.000000 11.000000 0.000000 0.000000 1.000000 0.000000 14.580000
0.316000 0.397000 78.000000 153.000000 35.000000 3.000000 31.000000 100.000000 65.000000 121.000000 6.000000 7.000000 1.000000 1.000000 0.000000 0.000000 53.000000
0.327000 0.424000 60.000000 141.000000 14.000000 3.000000 0.000000 54.000000 75.000000 38.000000 4.000000 20.000000 1.000000 1.000000 0.000000 0.000000 8.500000
0.285000 0.321000 67.000000 140.000000 23.000000 2.000000 19.000000 80.000000 26.000000 40.000000 0.000000 3.000000 0.000000 0.000000 1.000000 0.000000 13.000000
0.258000 0.381000 58.000000 108.000000 23.000000 0.000000 4.000000 51.000000 83.000000 50.000000 1.000000 5.000000 1.000000 0.000000 0.000000 0.000000 13.940000
0.262000 0.312000 45.000000 116.000000 25.000000 3.000000 4.000000 41.000000 26.000000 55.000000 11.000000 5.000000 0.000000 0.000000 1.000000 0.000000 16.500000
0.256000 0.346000 71.000000 136.000000 36.000000 0.000000 28.000000 91.000000 73.000000 107.000000 12.000000 2.000000 0.000000 0.000000 1.000000 0.000000 28.330000
0.265000 0.310000 52.000000 108.000000 23.000000 3.000000 8.000000 42.000000 26.000000 72.000000 11.000000 9.000000 0.000000 0.000000 1.000000 0.000000 19.330000
0.307000 0.405000 98.000000 167.000000 35.000000 1.000000 14.000000 52.000000 84.000000 72.000000 0.000000 15.000000 0.000000 0.000000 0.000000 0.000000 5.600000
0.272000 0.300000 18.000000 62.000000 14.000000 2.000000 5.000000 35.000000 9.000000 19.000000 0.000000 3.000000 0.000000 0.000000 1.000000 0.000000 7.750000
0.252000 0.309000 66.000000 137.000000 33.000000 1.000000 28.000000 81.000000 48.000000 93.000000 1.000000 5.000000 1.000000 0.000000 0.000000 0.000000 25.000000
0.251000 0.296000 32.000000 68.000000 16.000000 1.000000 12.000000 50.000000 17.000000 48.000000 0.000000 8.000000 0.000000 0.000000 0.000000 0.000000 1.460000
0.227000 0.307000 29.000000 40.000000 9.000000 1.000000 10.000000 28.000000 16.000000 29.000000 4.000000 8.000000 1.000000 1.000000 0.000000 0.000000 34.150000
0.262000 0.319000 44.000000 121.000000 20.000000 7.000000 4.000000 50.000000 40.000000 49.000000 9.000000 10.000000 0.000000 0.000000 0.000000 0.000000 9.350000
0.248000 0.320000 57.000000 93.000000 20.000000 0.000000 9.000000 55.000000 37.000000 39.000000 11.000000 9.000000 1.000000 0.000000 0.000000 0.000000 24.000000
