10
200
1.000000 -1.000000 -1.000000 -1.000000 0.000000 -1.000000 1.000000 1.000000 0.000000 1.000000 0.196943
1.000000 1.000000 1.000000 0.000000 -1.000000 -1.000000 -1.000000 1.000000 0.000000 -1.000000 0.117904
-1.000000 -1.000000 -1.000000 0.000000 0.000000 -1.000000 -1.000000 0.000000 1.000000 1.000000 0.349345
-1.000000 -1.000000 0.000000 -1.000000 1.000000 0.000000 -1.000000 1.000000 0.000000 -1.000000 0.522271
1.000000 -1.000000 -1.000000 1.000000 0.000000 1.000000 0.000000 -1.000000 -1.000000 1.000000 0.494323
-1.000000 0.000000 -1.000000 1.000000 1.000000 -1.000000 1.000000 -1.000000 1.000000 -1.000000 0.507424
-1.000000 -1.000000 0.000000 0.000000 1.000000 0.000000 -1.000000 -1.000000 0.000000 1.000000 0.556769
-1.000000 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 0.000000 -1.000000 -1.000000 0.578603
-1.000000 -1.000000 -1.000000 -1.000000 -1.000000 0.000000 1.000000 1.000000 -1.000000 0.000000 0.333188
-1.000000 1.000000 1.000000 1.000000 0.000000 1.000000 0.000000 -1.000000 0.000000 0.000000 0.784716
1.000000 -1.000000 -1.000000 1.000000 -1.000000 1.000000 1.000000 0.000000 -1.000000 -1.000000 0.382096
-1.000000 -1.000000 -1.000000 0.000000 0.000000 1.000000 0.000000 0.000000 -1.000000 1.000000 0.569432
1.000000 0.000000 1.000000 0.000000 -1.000000 -1.000000 1.000000 1.000000 -1.000000 -1.000000 0.174236
1.000000 -1.000000 -1.000000 -1.000000 0.000000 1.000000 1.000000 -1.000000 0.000000 -1.000000 0.451965
1.000000 1.000000 -1.000000 -1.000000 -1.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.301747
-1.000000 0.000000 0.000000 1.000000 1.000000 1.000000 0.000000 0.000000 -1.000000 -1.000000 0.610917
1.000000 -1.000000 -1.000000 -1.000000 0.000000 0.000000 0.000000 1.000000 1.000000 0.000000 0.331441
1.000000 -1.000000 0.000000 1.000000 -1.000000 -1.000000 -1.000000 1.000000 0.000000 0.000000 0.138428
1.000000 0.000000 -1.000000 1.000000 -1.000000 1.000000 -1.000000 1.000000 -1.000000 -1.000000 0.224891
1.000000 0.000000 0.000000 1.000000 0.000000 -1.000000 1.000000 0.000000 1.000000 0.000000 0.335808
1.000000 0.000000 -1.000000 -1.000000 0.000000 0.000000 1.000000 0.000000 -1.000000 -1.000000 0.471179
