5
1503
31.500000 0.048000 0.000254 0.713000 0.000008 1.333780
6.300000 0.154000 0.000508 0.396000 0.000283 1.274430
20.000000 0.095000 0.000254 0.317000 0.000046 1.304960
50.000000 0.000000 0.000254 0.396000 0.000004 1.365360
5.000000 0.030000 0.003048 0.555000 0.000045 1.281790
5.000000 0.000000 0.003048 0.317000 0.000033 1.273150
100.000000 0.000000 0.000254 0.396000 0.000004 1.333760
16.000000 0.000000 0.003048 0.317000 0.000033 1.223650
40.000000 0.156000 0.001016 0.396000 0.000528 1.066040
50.000000 0.053000 0.002286 0.396000 0.000061 1.153110
3.150000 0.000000 0.003048 0.317000 0.000033 1.227650
8.000000 0.197000 0.000508 0.713000 0.000341 1.245550
63.000000 0.054000 0.001524 0.396000 0.000049 1.166770
63.000000 0.073000 0.002286 0.555000 0.000112 1.115340
8.000000 0.030000 0.003048 0.396000 0.000050 1.295520
8.000000 0.000000 0.001016 0.555000 0.000013 1.279200
3.150000 0.127000 0.000254 0.396000 0.000130 1.235370
8.000000 0.084000 0.000508 0.555000 0.000054 1.285620
2.000000 0.126000 0.001524 0.396000 0.000584 1.147500
125.000000 0.000000 0.003048 0.555000 0.000028 1.110760
40.000000 0.040000 0.002286 0.396000 0.000047 1.191590
6.300000 0.020000 0.002286 0.555000 0.000031 1.268420
25.000000 0.040000 0.002286 0.396000 0.000047 1.196490
6.300000 0.073000 0.002286 0.555000 0.000112 1.309340
2.500000 0.174000 0.000254 0.317000 0.000177 1.169560
12.500000 0.154000 0.000508 0.317000 0.000290 1.232550
12.500000 0.027000 0.001524 0.396000 0.000029 1.308290
4.000000 0.222000 0.000254 0.396000 0.000229 1.234160
80.000000 0.042000 0.000508 0.713000 0.000014 1.252680
8.000000 0.030000 0.003048 0.713000 0.000043 1.294940
40.000000 0.033000 0.001016 0.713000 0.000020 1.287040
10.000000 0.000000 0.003048 0.396000 0.000031 1.278990
25.000000 0.048000 0.000254 0.713000 0.000008 1.308280
8.000000 0.099000 0.001524 0.555000 0.000208 1.265650
31.500000 0.000000 0.000508 0.317000 0.000008 1.354900
31.500000 0.112000 0.000508 0.396000 0.000150 1.196700
20.000000 0.126000 0.001524 0.713000 0.000483 1.175040
5.000000 0.020000 0.002286 0.555000 0.000031 1.246920
16.000000 0.099000 0.001524 0.396000 0.000233 1.185450
10.000000 0.126000 0.001524 0.713000 0.000483 1.220440
4.000000 0.073000 0.002286 0.713000 0.000104 1.394380
25.000000 0.126000 0.001524 0.396000 0.000584 1.068800
16.000000 0.089000 0.001016 0.713000 0.000103 1.287630
31.500000 0.000000 0.000254 0.555000 0.000004 1.305030
2.500000 0.154000 0.000508 0.555000 0.000272 1.241700
63.000000 0.000000 0.001016 0.555000 0.000013 1.277300
16.000000 0.000000 0.001524 0.555000 0.000017 1.301830
16.000000 0.027000 0.001524 0.713000 0.000024 1.306440
5.000000 0.040000 0.002286 0.555000 0.000043 1.273140
3.150000 0.174000 0.000254 0.396000 0.000172 1.151440
10.000000 0.020000 0.002286 0.317000 0.000037 1.303070
40.000000 0.099000 0.001524 0.555000 0.000208 1.129450
16.000000 0.174000 0.000254 0.396000 0.000172 1.276140
2.000000 0.099000 0.001524 0.713000 0.000193 1.343190
6.300000 0.095000 0.000254 0.555000 0.000043 1.254520
40.000000 0.154000 0.000508 0.713000 0.000264 1.226750
10.000000 0.067000 0.001016 0.713000 0.000048 1.367580
40.000000 0.072000 0.001524 0.713000 0.000075 1.193430
63.000000 0.040000 0.002286 0.555000 0.000043 1.171540
6.300000 0.123000 0.001016 0.396000 0.000408 1.213150
63.000000 0.073000 0.002286 0.713000 0.000104 1.158180
12.500000 0.053000 0.002286 0.713000 0.000052 1.333800
4.000000 0.197000 0.000508 0.396000 0.000365 1.306140
25.000000 0.084000 0.000508 0.713000 0.000053 1.342260
31.500000 0.154000 0.000508 0.713000 0.000264 1.257150
40.000000 0.000000 0.003048 0.317000 0.000033 1.181450
16.000000 0.000000 0.003048 0.713000 0.000027 1.275910
2.000000 0.154000 0.000508 0.555000 0.000272 1.229400
31.500000 0.000000 0.000508 0.713000 0.000007 1.350700
31.500000 0.073000 0.002286 0.317000 0.000133 1.132290
100.000000 0.048000 0.000254 0.555000 0.000009 1.269440
3.150000 0.174000 0.000254 0.317000 0.000177 1.184160
6.300000 0.040000 0.002286 0.396000 0.000047 1.295790
