4
125
0.000000 9.000000 70.000000 0.920000 0.317073
1.000000 1.000000 68.000000 0.920000 0.207317
0.000000 9.000000 75.000000 0.920000 0.182927
8.000000 0.000000 70.000000 0.880000 0.292683
8.000000 0.000000 77.000000 0.920000 0.304878
1.000000 1.000000 56.000000 0.800000 0.256098
8.000000 0.000000 39.000000 0.760000 1.000000
1.000000 1.000000 53.000000 0.840000 0.878049
0.000000 9.000000 96.000000 0.880000 0.512195
1.000000 1.000000 81.000000 0.900000 0.109756
8.000000 1.000000 16.000000 0.640000 0.402439
8.000000 0.000000 35.000000 0.640000 0.256098
8.000000 0.000000 56.000000 0.800000 0.134146
0.000000 9.000000 75.000000 0.940000 0.439024
8.000000 0.000000 70.000000 0.840000 0.195122
8.000000 0.000000 81.000000 0.920000 0.341463
1.000000 1.000000 68.000000 0.840000 0.317073
0.000000 9.000000 96.000000 0.920000 0.231707
1.000000 1.000000 81.000000 0.880000 0.243902
1.000000 0.000000 70.000000 0.880000 0.268293
1.000000 1.000000 60.000000 0.840000 0.048780
8.000000 1.000000 42.000000 0.760000 0.317073
0.000000 9.000000 47.000000 0.760000 0.146341
8.000000 1.000000 47.000000 0.880000 0.317073
8.000000 0.000000 63.000000 0.720000 0.268293
0.000000 9.000000 37.000000 0.700000 0.060976
8.000000 1.000000 26.000000 0.800000 0.231707
8.000000 0.000000 81.000000 0.840000 0.158537
1.000000 1.000000 36.000000 0.780000 0.109756
8.000000 0.000000 65.000000 0.760000 0.975610
8.000000 1.000000 42.000000 0.880000 0.353659
1.000000 1.000000 40.000000 0.800000 0.329268
8.000000 1.000000 54.000000 0.880000 0.219512
1.000000 0.000000 56.000000 0.880000 0.451220
8.000000 1.000000 54.000000 0.820000 0.158537
1.000000 1.000000 40.000000 0.680000 0.743902
1.000000 1.000000 44.000000 0.720000 0.329268
8.000000 0.000000 46.000000 0.760000 0.268293
0.000000 9.000000 61.000000 0.840000 0.060976
1.000000 1.000000 48.000000 0.900000 0.585366
0.000000 9.000000 47.000000 0.720000 0.073171
1.000000 0.000000 72.000000 0.840000 0.475610
8.000000 1.000000 56.000000 0.880000 0.085366
0.000000 9.000000 54.000000 0.840000 0.414634
1.000000 1.000000 48.000000 0.840000 0.170732
8.000000 1.000000 60.000000 0.880000 0.085366
0.000000 9.000000 75.000000 0.840000 0.158537
1.000000 0.000000 50.000000 0.820000 0.109756
8.000000 0.000000 46.000000 0.720000 0.000000
1.000000 0.000000 46.000000 0.760000 0.500000
0.000000 9.000000 47.000000 0.720000 0.182927
0.000000 9.000000 58.000000 0.880000 0.597561
8.000000 1.000000 44.000000 0.920000 0.170732
8.000000 1.000000 34.000000 0.840000 0.341463
1.000000 0.000000 65.000000 0.840000 0.195122
1.000000 0.000000 70.000000 0.840000 0.268293
0.000000 9.000000 47.000000 0.800000 0.012195
8.000000 1.000000 33.000000 0.720000 0.329268
0.000000 9.000000 59.000000 0.880000 0.292683
1.000000 0.000000 58.000000 0.760000 0.097561
1.000000 0.000000 46.000000 0.640000 0.268293
1.000000 0.000000 48.000000 0.800000 0.792683
0.000000 9.000000 62.000000 0.920000 0.195122
1.000000 0.000000 90.000000 0.880000 0.243902
1.000000 0.000000 92.000000 0.920000 0.426829
