3
32
39.900000 19700.000000 1.000000 0.955711
35.200000 15950.000000 4.000000 0.895105
29.700000 10700.000000 2.000000 0.874126
40.100000 27600.000000 1.000000 0.976690
24.800000 6330.000000 4.000000 0.736597
40.300000 9100.000000 1.000000 0.839161
39.300000 14140.000000 1.000000 0.876457
19.200000 1170.000000 3.000000 0.237762
19.900000 1880.000000 3.000000 0.468531
40.900000 23281.000000 1.000000 0.976690
42.900000 24000.000000 4.000000 1.000000
42.600000 23281.000000 1.000000 0.937063
37.000000 9921.000000 1.000000 0.846154
18.300000 1330.000000 3.000000 0.438228
37.000000 2100.000000 1.000000 0.846154
42.200000 22190.000000 1.000000 0.960373
37.000000 24140.000000 1.000000 0.930070
39.200000 5300.000000 1.000000 0.729604
21.400000 10080.000000 4.000000 0.862471
23.600000 3046.000000 2.000000 0.881119
27.800000 5940.000000 3.000000 0.850816
28.200000 6560.000000 2.000000 0.776224
37.000000 14530.000000 1.000000 0.911422
36.500000 32800.000000 2.000000 0.913753
25.300000 7900.000000 2.000000 0.857809
26.400000 7890.000000 2.000000 0.899767
39.100000 23540.000000 1.000000 0.948718
18.000000 2500.000000 3.000000 0.000000
36.900000 25000.000000 4.000000 0.976690
31.400000 10078.000000 2.000000 0.655012
21.600000 3828.000000 2.000000 0.850816
39.400000 23900.000000 1.000000 0.939394
