2
446
0.320000 2.700000 9.090000
0.160000 4.066700 16.790000
0.310000 4.766700 13.700000
0.630000 8.300000 33.300000
0.060000 3.000000 6.680000
0.750000 3.466700 15.310000
0.350000 10.166700 40.460000
0.160000 6.600000 13.680000
0.080000 5.266700 9.870000
0.130000 6.966700 21.480000
0.170000 4.200000 6.220000
0.860000 8.733300 28.100000
0.210000 5.233300 16.970000
0.080000 4.566700 9.030000
0.480000 7.283300 53.840000
0.970000 2.250000 15.090000
0.280000 5.333300 17.240000
0.520000 5.466700 23.620000
0.270000 9.233300 48.200000
0.180000 6.366700 19.720000
0.230000 3.950000 16.140000
0.200000 3.133300 8.260000
0.290000 1.566700 6.750000
0.160000 2.033300 4.960000
0.320000 3.833300 11.040000
0.100000 6.483300 17.730000
0.710000 3.633300 17.260000
0.390000 5.000000 12.320000
0.410000 5.000000 28.910000
0.370000 9.233300 32.000000
0.180000 2.266700 3.860000
0.250000 2.533300 8.350000
0.220000 3.733300 13.220000
0.280000 1.933300 10.640000
0.150000 6.500000 19.820000
0.230000 3.033300 10.030000
0.150000 2.783300 6.230000
0.370000 2.200000 8.950000
0.770000 10.066700 59.320000
0.390000 2.383300 5.540000
1.850000 9.433300 65.390000
0.100000 4.050000 6.210000
0.540000 5.150000 14.710000
0.770000 4.900000 26.840000
0.210000 4.666700 10.020000
0.090000 1.166700 1.760000
0.300000 3.866700 10.830000
0.080000 0.600000 1.180000
0.790000 5.766700 27.020000
0.210000 3.633300 16.910000
0.260000 2.450000 7.420000
0.260000 3.650000 14.410000
0.200000 9.000000 26.280000
0.370000 1.883300 7.230000
0.270000 4.600000 17.230000
0.900000 9.633300 59.900000
0.840000 7.166700 33.620000
0.300000 4.466700 18.680000
0.250000 1.583300 3.650000
0.640000 5.733300 27.650000
0.400000 3.616700 10.300000
0.220000 2.716700 10.460000
0.150000 7.133300 18.940000
0.380000 4.266700 26.080000
0.240000 6.800000 16.800000
0.110000 3.133300 11.410000
0.490000 7.366700 44.860000
0.180000 1.283300 5.160000
0.460000 11.066700 26.510000
0.390000 1.816700 6.730000
0.130000 2.333300 5.170000
0.110000 2.133300 6.570000
0.120000 2.133300 6.160000
0.180000 7.166700 14.300000
0.460000 5.750000 29.740000
0.080000 2.900000 3.580000
0.100000 2.016700 5.740000
0.140000 3.266700 9.800000
0.010000 0.800000 0.800000
0.150000 6.100000 17.360000
0.270000 1.983300 4.680000
0.270000 2.883300 12.290000
0.860000 4.550000 22.600000
0.240000 5.333300 24.370000
