21
300
0.177953 0.916725 0.046096 0.196500 0.005441 149.429373 0.642072 0.580630 0.782128 2.221572 54.750078 56.853175 59.902826 29.724488 14.976124 216.206691 0.253230 0.262958 0.277063 0.137482 0.069268 0.000000
0.084317 0.838640 0.022309 0.260077 0.006662 140.697176 0.671628 0.574934 0.823474 2.269373 53.787283 62.121042 64.280086 46.886447 22.314317 249.389174 0.215676 0.249093 0.257750 0.188005 0.089476 0.000000
0.203339 0.461543 0.010362 0.128462 0.005568 114.903886 0.590009 0.600862 0.747921 2.263142 223.211798 222.580508 214.617820 99.488832 25.049601 784.948559 0.284365 0.283561 0.273416 0.126746 0.031912 1.000000
0.180367 1.151425 0.112369 0.142559 0.002756 244.089853 0.628599 0.591324 0.675037 1.987056 197.662389 69.229924 85.064935 44.137675 12.273836 408.368759 0.484029 0.169528 0.208304 0.108083 0.030056 1.000000
0.205154 0.958096 0.052209 0.184567 0.005089 150.094213 0.637452 0.584948 0.777374 2.201719 74.674128 82.704629 66.801083 42.555149 18.570724 285.305713 0.261734 0.289881 0.234139 0.149156 0.065091 0.000000
0.159010 0.882948 0.044143 0.224446 0.005411 160.098739 0.665077 0.577906 0.800404 2.226431 76.204938 67.496124 77.813842 42.460599 22.556738 286.532241 0.265956 0.235562 0.271571 0.148188 0.078723 0.000000
0.191356 0.668718 0.034030 0.125137 0.005013 128.616908 0.557015 0.600793 0.737361 2.229870 994.544741 623.631401 821.172117 335.091152 112.013136 2886.452546 0.344556 0.216055 0.284492 0.116091 0.038807 1.000000
0.184697 0.931145 0.045989 0.189935 0.005156 148.261492 0.718502 0.583971 0.775429 2.221602 73.799202 70.517284 77.580647 38.470027 15.734022 276.101183 0.267290 0.255404 0.280986 0.139333 0.056986 0.000000
0.184095 0.369773 0.011686 0.127819 0.005861 103.693023 0.539137 0.602559 0.738501 2.270331 332.323185 286.671016 387.480688 122.877420 37.600018 1166.952327 0.284779 0.245658 0.332045 0.105298 0.032221 1.000000
0.252277 1.001871 0.081090 0.146532 0.002995 234.326839 0.658048 0.588788 0.687886 2.049826 85.720448 47.128105 37.597590 13.234955 9.540099 193.221197 0.443639 0.243908 0.194583 0.068496 0.049374 0.500000
0.285821 0.286436 0.063987 0.099662 0.004004 130.248639 0.534211 0.601843 0.706230 2.120027 969.590800 658.441357 491.829557 201.150498 132.208074 2453.220285 0.395232 0.268399 0.200483 0.081994 0.053892 1.000000
0.128196 0.956778 0.095172 0.225767 0.004915 184.335399 0.625148 0.576283 0.807185 2.166168 65.988174 66.108009 68.552842 43.617876 24.180997 268.447898 0.245814 0.246260 0.255367 0.162482 0.090077 0.000000
0.185949 0.680467 0.225954 0.174313 0.002769 275.542832 0.626761 0.585038 0.760952 1.954564 56.577805 47.835848 46.910301 22.330870 10.192097 183.846921 0.307744 0.260194 0.255160 0.121464 0.055438 0.000000
0.081371 0.867955 0.095030 0.278010 0.005631 163.949926 0.630057 0.574900 0.825021 2.196806 61.157992 68.301634 73.672076 58.637213 24.619854 286.388769 0.213549 0.238493 0.257245 0.204747 0.085967 0.000000
0.070845 0.688425 0.006056 0.301920 0.008457 97.467850 0.658429 0.579146 0.783753 2.282827 53.606272 52.149460 69.657071 72.474652 9.933154 257.820608 0.207921 0.202270 0.270177 0.281105 0.038527 0.000000
0.211739 0.972668 0.049296 0.217162 0.004950 173.709716 0.622443 0.579880 0.792475 2.193429 76.521761 64.594779 59.993123 39.748589 21.079352 261.937605 0.292137 0.246604 0.229036 0.151748 0.080475 0.000000
0.218850 0.395537 0.014085 0.142217 0.006670 93.452229 0.546497 0.593817 0.743358 2.266460 819.676141 716.523718 1286.712250 359.628656 117.096782 3299.637547 0.248414 0.217152 0.389956 0.108990 0.035488 1.000000
0.272043 0.369735 0.034131 0.086438 0.003943 122.411687 0.540821 0.604488 0.675103 2.157720 688.712754 507.870133 337.841831 99.672997 48.178466 1682.276181 0.409393 0.301895 0.200824 0.059249 0.028639 1.000000
0.207384 0.449597 0.006365 0.126354 0.006698 94.757598 0.536528 0.600931 0.761298 2.281358 943.848143 794.422166 1449.192506 449.357878 172.725299 3809.545993 0.247759 0.208535 0.380411 0.117956 0.045340 1.000000
0.294849 0.641276 0.046444 0.114566 0.003295 212.385897 0.619051 0.596184 0.681398 2.063151 98.321266 46.922188 30.430790 15.397585 10.401874 201.473703 0.488010 0.232895 0.151041 0.076425 0.051629 0.500000
