18
622
68850.000000 0.997233 296.078609 -135.000000 0.753019 1131.017869 84.080512 2644.434775 0.873631 223.005664 84.000000 255.000000 217.818649 0.000000 255.000000 126.526550 0.000000 195.000000 3.000000
32734.000000 0.993443 204.152451 -94.000000 0.110215 866.025680 99.010184 2217.922148 0.470336 234.393016 148.000000 255.000000 210.133500 58.000000 255.000000 138.532840 0.000000 213.000000 3.000000
65888.000000 0.944676 289.639789 -108.000000 0.181182 917.473556 300.935594 2953.007502 0.364570 233.585342 98.000000 255.000000 205.535727 0.000000 253.000000 97.542117 0.000000 190.000000 3.000000
14809.000000 0.945217 137.314982 -29.000000 0.640251 251.569041 82.122696 933.536147 0.835110 230.478965 96.000000 255.000000 128.676143 0.000000 249.000000 53.560335 0.000000 171.000000 1.000000
14968.000000 0.937657 138.050170 -38.000000 0.579033 255.923896 88.949293 961.460028 0.808557 229.441408 75.000000 255.000000 176.334714 0.000000 251.000000 73.719468 0.000000 170.000000 3.000000
2662.000000 0.776299 58.218242 -32.000000 0.461672 86.861620 54.754504 558.884343 0.666166 232.261833 182.000000 255.000000 219.028174 149.000000 248.000000 144.987228 83.000000 183.000000 3.000000
10897.000000 0.984212 117.790031 -1.000000 0.249559 285.801612 50.584497 687.335137 0.870924 225.260347 136.000000 255.000000 210.207213 0.000000 252.000000 67.035514 0.000000 176.000000 3.000000
49644.000000 0.956787 251.413412 -52.000000 0.574903 516.511249 150.196091 1902.434775 0.670068 223.737330 87.000000 255.000000 207.288978 0.000000 255.000000 106.480682 0.000000 192.000000 3.000000
12335.000000 0.930700 125.321226 -8.000000 0.659449 218.801533 80.034123 649.428499 0.815699 234.513255 110.000000 255.000000 200.895176 0.000000 255.000000 65.262667 0.000000 168.000000 3.000000
615.000000 0.992754 27.982893 0.000000 0.202303 117.042091 14.064777 250.450793 0.457249 220.845528 173.000000 246.000000 206.744715 154.000000 235.000000 121.821138 60.000000 160.000000 0.000000
1674.000000 0.932014 46.167120 0.000000 0.474759 81.885380 29.676984 218.208153 0.862887 239.548984 191.000000 255.000000 198.005974 96.000000 224.000000 137.772999 82.000000 182.000000 3.000000
6335.000000 0.754294 89.810759 -17.000000 0.693866 114.588184 75.231303 369.462987 0.884777 233.247356 175.000000 255.000000 221.530071 146.000000 255.000000 103.622889 13.000000 170.000000 3.000000
84569.000000 0.979690 328.141121 -242.000000 0.313873 767.857259 153.969593 2290.691701 0.873412 235.116934 125.000000 255.000000 214.826012 0.000000 255.000000 137.709539 0.000000 209.000000 3.000000
6073.000000 0.976977 87.933974 -11.000000 0.519860 205.439902 43.829819 609.026479 0.728352 226.333278 133.000000 255.000000 178.545859 0.000000 226.000000 111.587354 0.000000 189.000000 3.000000
4859.000000 0.981938 78.655394 -32.000000 0.490263 197.058536 37.283621 550.759451 0.782448 230.813542 199.000000 255.000000 225.249640 171.000000 250.000000 157.294299 72.000000 192.000000 3.000000
58059.000000 0.996683 271.887872 -186.000000 0.355192 1108.558011 90.222811 2831.780013 0.643227 236.614530 104.000000 255.000000 225.524845 0.000000 255.000000 142.131177 0.000000 197.000000 3.000000
1721.000000 0.842064 46.810739 -8.000000 0.626502 66.607709 35.926673 251.865007 0.803455 223.664149 104.000000 255.000000 187.380012 18.000000 227.000000 115.175479 3.000000 190.000000 3.000000
766.000000 0.823676 31.229817 1.000000 0.544034 43.654191 24.754573 141.438600 0.863585 234.763708 208.000000 255.000000 210.787206 182.000000 240.000000 154.753264 110.000000 190.000000 3.000000
1891.000000 0.774974 49.068279 -7.000000 0.475723 71.524285 45.202874 288.492424 0.707445 230.730830 178.000000 255.000000 204.048652 124.000000 251.000000 84.973030 0.000000 169.000000 4.000000
