21
500
0.153163 0.988461 0.072950 0.162385 0.003543 208.878022 0.645932 0.587704 0.711359 2.083716 2858795.253000 1258916.220000 1313189.379000 932684.750700 223235.846700 6586821.449000 0.434017 0.191127 0.199366 0.141599 0.033891 4.000000
0.255962 0.362776 0.058047 0.051886 0.003521 120.526296 0.529269 0.619305 0.629885 2.072334 8027084.064000 5770550.824000 2713133.814000 984439.714600 230024.447600 17725232.860000 0.452862 0.325556 0.153066 0.055539 0.012977 4.000000
0.038605 0.995285 0.154763 0.344930 0.005226 204.062404 0.597309 0.566755 0.855790 2.120947 795421.501000 808926.959100 1173391.407000 725386.209600 527912.126300 4031038.203000 0.197324 0.200675 0.291089 0.179950 0.130962 1.000000
0.206669 0.929297 0.060265 0.235766 0.005079 175.160192 0.672677 0.577320 0.796677 2.196213 739300.169200 553998.254600 722982.009300 395340.142700 211733.705000 2623354.281000 0.281815 0.211179 0.275594 0.150700 0.080711 0.000000
0.264771 0.415780 0.060714 0.099711 0.005718 92.752722 0.571314 0.601490 0.718420 2.121930 894793.476900 1942707.371000 1633362.687000 589531.680700 204901.597600 5265296.814000 0.169942 0.368964 0.310213 0.111966 0.038915 1.000000
0.258980 0.231567 0.073300 0.058964 0.004319 98.003080 0.504554 0.618645 0.632835 2.106068 2921511.496000 3493594.734000 1826794.751000 499337.249700 95175.241400 8836413.473000 0.330622 0.395363 0.206735 0.056509 0.010771 4.000000
0.121848 0.797709 0.013797 0.230145 0.006795 116.360898 0.662553 0.582262 0.796121 2.285170 620732.497100 717118.210100 820756.195400 574161.189100 146762.979200 2879531.071000 0.215567 0.249040 0.285031 0.199394 0.050968 0.000000
0.221126 0.975810 0.078353 0.318448 0.004334 279.201909 0.640527 0.563835 0.790072 2.099717 1719975.043000 1048544.078000 860654.507600 671127.798400 587414.080800 4887715.508000 0.351898 0.214526 0.176085 0.137309 0.120182 2.000000
0.182735 0.941169 0.053154 0.225576 0.004989 172.496008 0.720883 0.580233 0.792994 2.198172 487211.003200 391835.153600 408132.010100 222899.353200 149678.475600 1659755.996000 0.293544 0.236080 0.245899 0.134296 0.090181 0.000000
0.272031 0.299210 0.043709 0.087927 0.004743 107.788775 0.537411 0.606921 0.702443 2.186840 1884582.091000 2482198.307000 1593458.710000 574327.502600 235842.247000 6770408.858000 0.278356 0.366625 0.235356 0.084829 0.034834 4.000000
