2
5300
0.096800 -0.225000 1.000000
0.690000 0.745000 -1.000000
-1.140000 0.915000 -1.000000
0.712000 0.837000 -1.000000
-0.639000 -1.040000 -1.000000
-2.020000 -0.792000 1.000000
1.150000 1.680000 1.000000
0.245000 -0.681000 -1.000000
0.413000 0.473000 1.000000
0.933000 0.716000 -1.000000
1.130000 -0.011600 -1.000000
-1.850000 -0.347000 1.000000
-0.494000 -0.719000 -1.000000
-0.145000 0.471000 1.000000
-1.280000 -1.120000 1.000000
0.912000 -0.114000 -1.000000
-0.614000 -1.430000 -1.000000
-0.369000 0.692000 1.000000
-0.216000 -1.380000 -1.000000
-1.070000 0.707000 -1.000000
0.332000 -0.690000 1.000000
0.595000 1.020000 -1.000000
2.030000 -0.427000 -1.000000
-0.118000 -1.260000 -1.000000
0.373000 1.480000 -1.000000
-1.340000 0.824000 -1.000000
0.216000 1.960000 1.000000
-0.298000 -1.160000 -1.000000
1.470000 -0.531000 -1.000000
1.850000 1.610000 1.000000
-1.060000 -1.540000 -1.000000
-0.680000 0.314000 1.000000
0.157000 -0.652000 1.000000
0.800000 1.560000 -1.000000
-0.415000 0.256000 1.000000
0.479000 1.480000 -1.000000
0.102000 -1.360000 -1.000000
-1.020000 -0.146000 1.000000
0.923000 -1.020000 1.000000
-0.806000 0.941000 -1.000000
-0.860000 -1.270000 -1.000000
0.524000 -0.231000 1.000000
-0.729000 1.500000 -1.000000
-0.436000 -0.954000 -1.000000
0.329000 -0.370000 1.000000
-1.190000 0.309000 -1.000000
0.854000 0.094900 1.000000
-0.790000 -0.823000 -1.000000
0.673000 2.520000 -1.000000
-0.132000 1.680000 1.000000
0.918000 1.720000 1.000000
0.218000 1.320000 -1.000000
1.290000 0.525000 -1.000000
-0.674000 -0.620000 1.000000
0.204000 -1.060000 -1.000000
0.662000 1.490000 -1.000000
-0.786000 -1.330000 -1.000000
-0.397000 1.320000 -1.000000
-1.420000 0.275000 -1.000000
0.052600 1.420000 -1.000000
2.570000 0.989000 1.000000
-1.070000 -0.709000 1.000000
0.899000 -0.235000 1.000000
0.370000 0.312000 1.000000
1.080000 -0.133000 -1.000000
2.350000 1.140000 1.000000
-0.595000 1.460000 -1.000000
-0.755000 -1.090000 -1.000000
-0.926000 0.916000 -1.000000
0.173000 -0.428000 1.000000
0.808000 -0.831000 1.000000
0.011400 1.660000 -1.000000
0.894000 -0.992000 1.000000
-0.515000 0.976000 -1.000000
0.720000 -0.316000 1.000000
-1.480000 -0.682000 1.000000
-0.733000 -1.340000 -1.000000
-0.415000 -1.300000 -1.000000
-0.230000 -1.020000 -1.000000
0.603000 -0.108000 1.000000
-0.648000 -0.713000 1.000000
-0.052900 -0.016800 1.000000
-0.972000 0.473000 1.000000
-0.855000 -1.330000 -1.000000
0.097000 -0.593000 1.000000
-0.274000 -0.990000 -1.000000
0.974000 0.877000 -1.000000
0.713000 1.020000 -1.000000
-0.542000 1.120000 -1.000000
-0.072300 -1.080000 -1.000000
1.120000 0.173000 -1.000000
-0.138000 0.425000 1.000000
1.440000 -1.520000 1.000000
-0.209000 -0.356000 1.000000
-1.210000 -1.220000 -1.000000
0.039900 -1.280000 -1.000000
0.901000 -0.952000 1.000000
0.423000 -0.334000 1.000000
1.240000 -0.145000 -1.000000
-1.450000 -0.069700 1.000000
0.562000 0.172000 1.000000
1.530000 0.368000 -1.000000
-0.311000 -1.070000 -1.000000
-0.953000 1.060000 -1.000000
0.424000 -0.840000 -1.000000
-0.128000 -1.140000 -1.000000
-0.719000 -0.384000 1.000000
0.125000 -1.240000 -1.000000
0.565000 1.560000 1.000000
-1.740000 -1.830000 1.000000
-0.573000 -0.789000 1.000000
-0.296000 0.538000 1.000000
-1.510000 -0.966000 1.000000
1.100000 0.604000 -1.000000
-0.137000 -1.390000 -1.000000
-0.232000 -0.364000 1.000000
-0.121000 -0.498000 1.000000
-0.040600 2.090000 -1.000000
1.290000 0.488000 -1.000000
0.667000 1.920000 1.000000
0.059800 -1.260000 -1.000000
0.960000 -0.900000 1.000000
1.150000 -1.560000 1.000000
-0.779000 -1.200000 -1.000000
0.781000 1.080000 -1.000000
-0.786000 -0.640000 1.000000
1.220000 0.541000 -1.000000
-0.536000 1.130000 -1.000000
-0.866000 0.751000 -1.000000
0.343000 -1.140000 -1.000000
0.031700 -0.821000 1.000000
-0.620000 -0.984000 -1.000000
-0.990000 0.231000 1.000000
-0.651000 1.120000 -1.000000
1.050000 -1.110000 1.000000
0.560000 -1.050000 -1.000000
0.405000 -0.555000 1.000000
-2.060000 -1.230000 1.000000
0.975000 0.809000 -1.000000
1.000000 0.254000 -1.000000
-1.390000 -0.451000 1.000000
0.193000 1.720000 -1.000000
-1.550000 -1.600000 1.000000
1.330000 1.510000 1.000000
0.308000 0.933000 -1.000000
1.180000 0.204000 -1.000000
-1.110000 0.001720 1.000000
-0.179000 -0.049200 1.000000
0.981000 0.092100 -1.000000
-1.390000 1.090000 -1.000000
-1.050000 0.966000 -1.000000
0.980000 0.766000 -1.000000
-1.540000 -0.643000 1.000000
-0.783000 0.931000 -1.000000
1.120000 -0.659000 1.000000
-0.800000 -1.380000 -1.000000
0.328000 0.553000 -1.000000
0.893000 0.691000 -1.000000
0.425000 -1.210000 -1.000000
-0.699000 -0.000578 1.000000
1.300000 0.175000 -1.000000
0.041000 -1.130000 -1.000000
-0.377000 -0.973000 -1.000000
-1.780000 -0.378000 1.000000
1.320000 0.218000 -1.000000
-0.721000 1.190000 -1.000000
-1.630000 0.101000 -1.000000
-1.030000 1.310000 -1.000000
0.682000 -0.146000 -1.000000
-0.034200 0.145000 1.000000
0.318000 0.621000 1.000000
-0.744000 0.196000 1.000000
1.000000 -0.034700 -1.000000
0.908000 -0.506000 1.000000
-1.010000 -1.290000 -1.000000
-1.310000 -0.627000 1.000000
1.810000 -0.218000 -1.000000
0.753000 1.890000 1.000000
0.677000 0.108000 1.000000
0.784000 0.972000 -1.000000
-0.109000 -1.320000 -1.000000
0.850000 -0.829000 1.000000
-0.397000 0.563000 1.000000
0.484000 1.040000 -1.000000
-0.123000 -1.070000 -1.000000
-1.440000 0.091900 1.000000
-1.260000 -0.912000 -1.000000
-0.027200 1.860000 1.000000
1.310000 1.070000 -1.000000
1.970000 0.990000 1.000000
1.980000 1.270000 1.000000
-1.430000 -1.180000 1.000000
-0.468000 0.245000 1.000000
1.430000 -1.210000 1.000000
0.569000 -0.538000 1.000000
-0.381000 1.410000 -1.000000
-1.390000 -0.118000 1.000000
-0.214000 0.380000 1.000000
0.163000 -1.080000 -1.000000
1.090000 -1.100000 1.000000
-0.253000 -0.406000 1.000000
0.893000 -0.327000 1.000000
0.707000 1.370000 -1.000000
0.535000 1.400000 -1.000000
0.169000 1.860000 1.000000
-0.957000 0.039000 1.000000
-0.785000 -0.361000 1.000000
-0.900000 1.490000 -1.000000
1.260000 1.210000 1.000000
0.851000 1.460000 -1.000000
-1.700000 -0.569000 1.000000
0.230000 -1.150000 -1.000000
1.950000 -1.020000 -1.000000
-0.006260 -0.959000 -1.000000
1.500000 -0.060800 -1.000000
0.576000 -0.665000 1.000000
-0.268000 0.750000 1.000000
0.101000 1.930000 1.000000
-0.044300 -0.335000 1.000000
-1.610000 -0.363000 1.000000
-1.640000 -1.050000 1.000000
-1.440000 -0.430000 1.000000
-1.780000 -0.572000 1.000000
0.614000 0.908000 -1.000000
-1.710000 -0.319000 1.000000
0.778000 1.440000 1.000000
1.080000 -1.830000 1.000000
-0.153000 1.970000 1.000000
1.110000 0.989000 -1.000000
0.260000 -1.170000 -1.000000
0.463000 0.935000 -1.000000
-1.560000 -1.100000 1.000000
-1.090000 0.437000 1.000000
-0.262000 -1.200000 -1.000000
0.299000 -0.819000 -1.000000
-0.918000 1.130000 -1.000000
0.656000 1.250000 -1.000000
0.247000 -0.233000 1.000000
0.586000 0.402000 -1.000000
2.140000 -0.453000 -1.000000
-1.840000 -0.865000 1.000000
0.200000 -0.609000 1.000000
-1.960000 0.445000 -1.000000
-1.190000 -0.638000 1.000000
-0.158000 -1.080000 -1.000000
0.423000 1.740000 1.000000
