21
500
0.153163 0.988461 0.072950 0.162385 0.003543 208.878022 0.645932 0.587704 0.711359 2.083716 285.879525 125.891622 131.318938 93.268475 22.323585 658.682145 0.434017 0.191127 0.199366 0.141599 0.033891 1.000000
0.255962 0.362776 0.058047 0.051886 0.003521 120.526296 0.529269 0.619305 0.629885 2.072334 802.708406 577.055082 271.313381 98.443971 23.002445 1772.523286 0.452862 0.325556 0.153066 0.055539 0.012977 1.000000
0.038605 0.995285 0.154763 0.344930 0.005226 204.062404 0.597309 0.566755 0.855790 2.120947 79.542150 80.892696 117.339141 72.538621 52.791213 403.103820 0.197324 0.200675 0.291089 0.179950 0.130962 0.000000
0.206669 0.929297 0.060265 0.235766 0.005079 175.160192 0.672677 0.577320 0.796677 2.196213 73.930017 55.399825 72.298201 39.534014 21.173370 262.335428 0.281815 0.211179 0.275594 0.150700 0.080711 0.000000
0.264771 0.415780 0.060714 0.099711 0.005718 92.752722 0.571314 0.601490 0.718420 2.121930 89.479348 194.270737 163.336269 58.953168 20.490160 526.529681 0.169942 0.368964 0.310213 0.111966 0.038915 0.000000
0.258980 0.231567 0.073300 0.058964 0.004319 98.003080 0.504554 0.618645 0.632835 2.106068 292.151150 349.359473 182.679475 49.933725 9.517524 883.641347 0.330622 0.395363 0.206735 0.056509 0.010771 1.000000
0.121848 0.797709 0.013797 0.230145 0.006795 116.360898 0.662553 0.582262 0.796121 2.285170 62.073250 71.711821 82.075620 57.416119 14.676298 287.953107 0.215567 0.249040 0.285031 0.199394 0.050968 0.000000
0.221126 0.975810 0.078353 0.318448 0.004334 279.201909 0.640527 0.563835 0.790072 2.099717 171.997504 104.854408 86.065451 67.112780 58.741408 488.771551 0.351898 0.214526 0.176085 0.137309 0.120182 0.000000
0.182735 0.941169 0.053154 0.225576 0.004989 172.496008 0.720883 0.580233 0.792994 2.198172 48.721100 39.183515 40.813201 22.289935 14.967848 165.975600 0.293544 0.236080 0.245899 0.134296 0.090181 0.000000
0.272031 0.299210 0.043709 0.087927 0.004743 107.788775 0.537411 0.606921 0.702443 2.186840 188.458209 248.219831 159.345871 57.432750 23.584225 677.040886 0.278356 0.366625 0.235356 0.084829 0.034834 1.000000
